epoch,mean_training_loss
1,0.07150328872588452
2,0.04429841244918495
3,0.03987008128225619
4,0.041175116510988534
5,0.03955747104740363
6,0.03972398249000569
7,0.039731540955452026
8,0.04025727284723725
9,0.03939883709845238
10,0.039537482375971884
11,0.040297359949626285
12,0.03932021228034109
13,0.03945802613818049
14,0.03928166522018539
15,0.04015770456935286
16,0.03966426492790623
17,0.04027615637814805
18,0.03994088461997844
19,0.039494077243727804
20,0.03905256900970358
21,0.03967763301026596
22,0.039141586199928816
23,0.03964882146036529
24,0.03978195994900462
25,0.03913794135809273
26,0.04051277353064924
27,0.04086562497146997
28,0.03877140828776996
29,0.039004238479052857
30,0.03947033971806989
31,0.039347109175487734
32,0.039871342827990555
33,0.039577503136003264
34,0.03952944162393588
35,0.03966211687512789
36,0.03979455379914373
37,0.039928012164235915
38,0.03984685791762333
39,0.03958150929228223
40,0.0392676712017664
41,0.03966212848050108
42,0.03902175168696046
43,0.03918726193873491
44,0.03879058263315414
45,0.039264210447376977
46,0.039873447436813175
47,0.03906052941041195
48,0.04062774918855684
49,0.0387211262814149
50,0.03893433182731311
51,0.03900294346961472
52,0.038536600431624844
53,0.03918161749315538
54,0.038372546427935486
55,0.03851626990851567
56,0.039556387427710595
57,0.03875055443971234
58,0.038717606693561515
59,0.038752847365860266
60,0.03830850816121993
61,0.03866390765778627
62,0.038284590205331454
63,0.03829479365402555
64,0.03913875575049577
65,0.03916007249838825
66,0.0382186983622882
67,0.03831179387057401
68,0.03851447544288538
69,0.03840146685752164
70,0.03923698025481483
71,0.03931543633697844
72,0.03797073959883694
73,0.03857000125015373
74,0.03854606408030985
75,0.039084847854246804
76,0.038171056875547574
77,0.038865082560744564
78,0.03894031631877896
79,0.03878582353054591
80,0.038119402444356264
81,0.037777662029476286
82,0.03836164131348571
83,0.03789286273110199
84,0.03871032161510149
85,0.038454445292511304
86,0.037517340102568235
87,0.03883162358983986
88,0.03844633748158403
89,0.03713538191307571
90,0.03876933963395622
91,0.03791597501601151
92,0.03835421191380886
93,0.037183899740209116
94,0.03786698631187145
95,0.037218230220580885
96,0.03843391351509
97,0.03847169405990431
98,0.03788579785532352
99,0.038246808569755666
100,0.038255382628178985
101,0.03822258889749897
102,0.03704362238853083
103,0.03729721620898906
104,0.038555395852441325
105,0.03785356988411351
106,0.03722541853617752
107,0.038094980988757826
108,0.0374972871487931
109,0.037803783644890995
110,0.03693201654394689
111,0.03921692913842572
112,0.03687542578363396
113,0.038287653723582296
114,0.03794156552995483
115,0.037461774156603435
116,0.03796195687445134
117,0.03789243258289969
118,0.03830781586537933
119,0.038011228908389066
120,0.03848541903920342
121,0.038469334510784575
122,0.03730515776346431
123,0.03711594094559907
124,0.038674014850399015
125,0.03714249914785669
126,0.03776876294198597
127,0.037939383655100266
128,0.037272469750694995
129,0.03741947972051059
130,0.037897217502241405
131,0.036531660970015714
132,0.03799746137336291
133,0.03757424798402148
134,0.03739836900093929
135,0.038174155548088895
136,0.037608815141262034
137,0.03704038808917446
138,0.03786035011714265
139,0.03734478180777272
140,0.03851579824269945
141,0.037553873320018534
142,0.037213171856928566
143,0.03728978010132451
144,0.037360939721488906
145,0.03762537754931473
146,0.037132050956809125
147,0.03759249756567862
148,0.0363243891078382
149,0.03752519867291435
150,0.03775676273186762
151,0.0371303824216401
152,0.037345994643992325
153,0.037533026851665444
154,0.03791224979482749
155,0.03755144391274562
156,0.03771296587555215
157,0.03731462469042774
158,0.0366756869194446
159,0.03761007856608412
160,0.03778747203143469
161,0.03750152800314645
162,0.0373550461717158
163,0.038234104223195245
164,0.03750620023271693
165,0.03701185236265626
166,0.036835123786607936
167,0.037710377119111946
168,0.03803719431039622
169,0.03718753195123913
170,0.03806068427036907
171,0.03718509462384876
172,0.037115172770554365
173,0.03710964816192114
174,0.03754355607805386
175,0.03729451249406884
176,0.036860274371735266
177,0.03652813995040049
178,0.03713661958136221
179,0.03673923756802426
180,0.03656029908700954
181,0.03719205959024278
182,0.03738243183052421
183,0.03695430662094166
184,0.0380346995538559
185,0.037652599376306335
186,0.03784238224709223
187,0.037219149716533895
188,0.037387713713223046
189,0.0368758612151002
190,0.037605814099505246
191,0.03684379912492903
192,0.03720950844312441
193,0.03658791140641462
194,0.035908298383690945
195,0.03614594147553384
196,0.037521993264715156
197,0.03754433635352763
198,0.03773565575416986
199,0.036802401748444055
200,0.03753097570169449
201,0.03767796874709938
202,0.037516594414039865
203,0.03696279460610084
204,0.036534883463724785
205,0.03743887556965543
206,0.037214312523190664
207,0.03702943197367367
208,0.0370971222714959
209,0.03724063923968023
210,0.03728724039295679
211,0.03766527776057933
212,0.03749389036193646
213,0.03673401295759973
214,0.03720125833039808
215,0.03717260425788436
216,0.0374189911824191
217,0.037359872204922415
218,0.037350552299493564
219,0.03692615627939907
220,0.03693306203289343
221,0.0366682962747955
222,0.036863028308522845
223,0.03665133193257264
224,0.03651592245262581
225,0.036894860664485274
226,0.03711788616584493
227,0.03611162523509788
228,0.036573961089109125
229,0.03670585830351952
230,0.03668363095301687
231,0.03762207084524934
232,0.03594714977393132
233,0.03738537283465468
234,0.03738459701204224
235,0.03663636593275602
236,0.036022206652777736
237,0.03640659423768471
238,0.0367649329624179
239,0.036874373554720306
240,0.03702744697270568
241,0.03704898563026855
242,0.036152386970765005
243,0.037564241525764076
244,0.03670754485373066
245,0.03701020903323188
246,0.037230742570034836
247,0.035538229217418046
248,0.036669767678826466
249,0.03605911922578995
250,0.03652769122093011
251,0.037079013513567696
252,0.03634808653905642
253,0.03602058741212926
254,0.03606716859557301
255,0.03616436995014417
256,0.03682286173460979
257,0.03671058277518358
258,0.036741612205583044
259,0.03586916609574128
260,0.03662618204443121
261,0.035827565551334
262,0.03616197303724765
263,0.03643460041661333
264,0.03605381517988328
265,0.03694889946949009
266,0.03600782900877765
267,0.036295022802555484
268,0.03684998792731424
269,0.036324150372238094
270,0.03676475863642006
271,0.03608031456625913
272,0.0370477601954695
273,0.03627437297951931
274,0.03619809122503485
275,0.03643716837567359
276,0.0359530956137129
277,0.03688607521962846
278,0.03686853363384812
279,0.03594324671591298
280,0.03597745405483579
281,0.03656855437254073
282,0.0352979981178957
283,0.036893621038465774
284,0.036066084973925064
285,0.03712108379456629
286,0.037109188896359994
287,0.03632026684746591
288,0.036466555889095795
289,0.03613869791351152
290,0.03650911015753126
291,0.036122729574292675
292,0.03587242682901788
293,0.036321320696188195
294,0.03601599914698895
295,0.036383836064113675
296,0.036267758895843924
297,0.03645214763981369
298,0.036433766900925174
299,0.03661427069656929
300,0.03519506201999019
301,0.03553292492337019
302,0.036298342182808155
303,0.03609358680926949
304,0.036517000917254565
305,0.03587588725426495
306,0.035887449245417716
307,0.03567504323348835
308,0.035566831503826425
309,0.03599679261159482
310,0.03604303478816728
311,0.03545992213097142
312,0.036478288109827964
313,0.03634753324065998
314,0.03637227866477023
315,0.035701871198344136
316,0.03579341098479813
317,0.03622341606696182
318,0.03564609864932569
319,0.03704085683664875
320,0.03617787328011628
321,0.03585898783484415
322,0.035823304366202235
323,0.036392419171566784
324,0.03572712796312998
325,0.03552345688685232
326,0.035875560783545056
327,0.03635605293414013
328,0.036245666320613046
329,0.036302723620219156
330,0.035645015542105654
331,0.03623018134393398
332,0.03542699846746393
333,0.035610937421047185
334,0.03606555658768626
335,0.03579887363255312
336,0.03581229965218219
337,0.03566437369939028
338,0.03574616396108881
339,0.03572162230537006
340,0.036429733568044305
341,0.03518469102782357
342,0.035649457108716975
343,0.03542403675266139
344,0.036155089660566644
345,0.035906567863427746
346,0.03591638645273787
347,0.035113699570071995
348,0.03613431174465488
349,0.03572945468272927
350,0.03520374913533645
351,0.036087031256635156
352,0.03592349405171506
353,0.03636467403834389
354,0.03540194233382092
355,0.03590060198752121
356,0.03596295169628486
357,0.036107059893622236
358,0.03670472763941989
359,0.03657644921051366
360,0.035407870546466824
361,0.036874343315853084
362,0.03599019166973132
363,0.035885292120425655
364,0.034837344239704165
365,0.03521383119171374
366,0.0360132149959117
367,0.03587152024001431
368,0.03596612157815756
369,0.03577819326954688
370,0.03532424685835512
371,0.035612242927593726
372,0.036229114776152
373,0.0352136291733766
374,0.035172915233673975
375,0.03538880633394931
376,0.035933447639675944
377,0.036239957923258376
378,0.0357872890782248
379,0.03575365856850082
380,0.0356384754117642
381,0.03616953414451399
382,0.036537084509895304
383,0.0359007936684412
384,0.035722509461738224
385,0.03569380592802127
386,0.035653934976346516
387,0.03574422166092724
388,0.03570364184726372
389,0.03572721226042479
390,0.03522016494070286
391,0.03523755452907595
392,0.035142172606378294
393,0.036524678210746134
394,0.034976249496920436
395,0.03554780485012272
396,0.03587152876270111
397,0.035954857135427384
398,0.03582222894706494
399,0.035889409447244065
400,0.03553605637697583
401,0.03571987747715662
402,0.036166607398683014
403,0.03588874367952508
404,0.03566960592215591
405,0.0357273900533595
406,0.035063575226329906
407,0.03642255451023972
408,0.03575860630169096
409,0.035541833241850236
410,0.035601335942563594
411,0.03553668313843387
412,0.03528280250088507
413,0.03580754040331939
414,0.035336811173806534
415,0.03557841139890794
416,0.03560704481852063
417,0.03517520165756674
418,0.03567914262055603
419,0.03617031733747951
420,0.03528474242503639
421,0.0355461800741272
422,0.036214223907697345
423,0.03482056094942601
424,0.03503582700625912
425,0.035491383209147256
426,0.03528254574112562
427,0.03601379486300354
428,0.03589591988536577
429,0.03605381373431094
430,0.0344278252699234
431,0.03564402743185262
432,0.03470667805292864
433,0.0354316237054491
434,0.03534936895674617
435,0.03452284802840004
436,0.0346767304906516
437,0.03543414605688151
438,0.03594826221743451
439,0.036357776035918714
440,0.03605917841367219
441,0.03527258536087251
